load_zone,weather_iteration,stage_id,timepoint,load_component,load_mw
Zone1,0,1,20302292,all,2619.0
Zone1,0,1,20302293,all,2565.0
Zone1,0,1,20302294,all,2511.0
Zone1,0,1,20302295,all,2484.0
Zone1,0,1,20302296,all,2511.0
Zone1,0,1,20302297,all,2565.0
Zone1,0,1,20302298,all,2700.0
Zone1,0,1,20302299,all,2754.0
Zone1,0,1,20302300,all,2781.0
Zone1,0,1,20302301,all,2727.0
Zone1,0,1,20302302,all,2592.0
Zone1,0,1,20302303,all,2376.0
Zone1,0,1,20302304,all,2160.0
Zone1,0,1,20302305,all,2025.0
Zone1,0,1,20302306,all,1944.0
Zone1,0,1,20302307,all,1890.0
Zone1,0,1,20302308,all,1836.0
Zone1,0,1,20302309,all,1863.0
Zone1,0,1,20302310,all,1944.0
Zone1,0,1,20302311,all,2160.0
Zone1,0,1,20302312,all,2430.0
Zone1,0,1,20302313,all,2646.0
Zone1,0,1,20302314,all,2700.0
Zone1,0,1,20302315,all,2673.0
Zone1,0,1,20302316,all,2619.0
Zone1,0,1,20302317,all,2565.0
Zone1,0,1,20302318,all,2511.0
Zone1,0,1,20302319,all,2484.0
Zone1,0,1,20302320,all,2511.0
Zone1,0,1,20302321,all,2565.0
Zone1,0,1,20302322,all,2700.0
Zone1,0,1,20302323,all,2754.0
Zone1,0,1,20302324,all,2781.0
Zone1,0,1,20302325,all,2727.0
Zone1,0,1,20302326,all,2592.0
Zone1,0,1,20302327,all,2376.0
Zone1,0,1,20302328,all,2160.0
Zone1,0,1,20302329,all,2025.0
Zone1,0,1,20302330,all,1944.0
Zone1,0,1,20302331,all,1890.0
Zone1,0,1,20302332,all,1836.0
Zone1,0,1,20302333,all,1863.0
Zone1,0,1,20302334,all,1944.0
Zone1,0,1,20302335,all,2160.0
Zone1,0,1,20302336,all,2430.0
Zone1,0,1,20302337,all,2646.0
Zone1,0,1,20302338,all,2700.0
Zone1,0,1,20302339,all,2673.0
Zone1,0,1,20302340,all,2619.0
Zone1,0,1,20302341,all,2565.0
Zone1,0,1,20302342,all,2511.0
Zone1,0,1,20302343,all,2484.0
Zone1,0,1,20302344,all,2511.0
Zone1,0,1,20302345,all,2565.0
Zone1,0,1,20302346,all,2700.0
Zone1,0,1,20302347,all,2754.0
Zone1,0,1,20302348,all,2781.0
Zone1,0,1,20302349,all,2727.0
Zone1,0,1,20302350,all,2592.0
Zone1,0,1,20302351,all,2376.0
Zone1,0,1,20302352,all,2160.0
Zone1,0,1,20302353,all,2025.0
Zone1,0,1,20302354,all,1944.0
Zone1,0,1,20302355,all,1890.0
Zone1,0,1,20302356,all,1836.0
Zone1,0,1,20302357,all,1863.0
Zone1,0,1,20302358,all,1944.0
Zone1,0,1,20302359,all,2160.0
Zone1,0,1,20302360,all,2430.0
Zone1,0,1,20302361,all,2646.0
Zone1,0,1,20302362,all,2700.0
Zone1,0,1,20302363,all,2673.0
Zone1,0,1,20302364,all,2619.0
Zone1,0,1,20302365,all,2565.0
Zone1,0,1,20302366,all,2511.0
Zone1,0,1,20302367,all,2484.0
Zone1,0,1,20302368,all,2511.0
Zone1,0,1,20302369,all,2565.0
Zone1,0,1,20302370,all,2700.0
Zone1,0,1,20302371,all,2754.0
Zone1,0,1,20302372,all,2781.0
Zone1,0,1,20302373,all,2727.0
Zone1,0,1,20302374,all,2592.0
Zone1,0,1,20302375,all,2376.0
Zone1,0,1,20302376,all,2160.0
Zone1,0,1,20302377,all,2025.0
Zone1,0,1,20302378,all,1944.0
Zone1,0,1,20302379,all,1890.0
Zone1,0,1,20302380,all,1836.0
Zone1,0,1,20302381,all,1863.0
Zone1,0,1,20302382,all,1944.0
Zone1,0,1,20302383,all,2160.0
Zone1,0,1,20302384,all,2430.0
Zone1,0,1,20302385,all,2646.0
Zone1,0,1,20302386,all,2700.0
Zone1,0,1,20302387,all,2673.0
Zone1,0,1,20302388,all,2619.0
Zone1,0,1,20302389,all,2565.0
Zone1,0,1,20302390,all,2511.0
Zone1,0,1,20302391,all,2484.0
Zone1,0,1,20302392,all,2511.0
Zone1,0,1,20302393,all,2565.0
Zone1,0,1,20302394,all,2700.0
Zone1,0,1,20302395,all,2754.0
Zone1,0,1,20302396,all,2781.0
Zone1,0,1,20302397,all,2727.0
Zone1,0,1,20302398,all,2592.0
Zone1,0,1,20302399,all,2376.0
Zone1,0,1,20302400,all,2160.0
Zone1,0,1,20302401,all,2025.0
Zone1,0,1,20302402,all,1944.0
Zone1,0,1,20302403,all,1890.0
Zone1,0,1,20302404,all,1836.0
Zone1,0,1,20302405,all,1863.0
Zone1,0,1,20302406,all,1944.0
Zone1,0,1,20302407,all,2160.0
Zone1,0,1,20302408,all,2430.0
Zone1,0,1,20302409,all,2646.0
Zone1,0,1,20302410,all,2700.0
Zone1,0,1,20302411,all,2673.0
Zone1,0,1,20302412,all,2619.0
Zone1,0,1,20302413,all,2565.0
Zone1,0,1,20302414,all,2511.0
Zone1,0,1,20302415,all,2484.0
Zone1,0,1,20302416,all,2511.0
Zone1,0,1,20302417,all,2565.0
Zone1,0,1,20302418,all,2700.0
Zone1,0,1,20302419,all,2754.0
Zone1,0,1,20302420,all,2781.0
Zone1,0,1,20302421,all,2727.0
Zone1,0,1,20302422,all,2592.0
Zone1,0,1,20302423,all,2376.0
Zone1,0,1,20302424,all,2160.0
Zone1,0,1,20302425,all,2025.0
Zone1,0,1,20302426,all,1944.0
Zone1,0,1,20302427,all,1890.0
Zone1,0,1,20302428,all,1836.0
Zone1,0,1,20302429,all,1863.0
Zone1,0,1,20302430,all,1944.0
Zone1,0,1,20302431,all,2160.0
Zone1,0,1,20302432,all,2430.0
Zone1,0,1,20302433,all,2646.0
Zone1,0,1,20302434,all,2700.0
Zone1,0,1,20302435,all,2673.0
Zone1,0,1,20302436,all,2619.0
Zone1,0,1,20302437,all,2565.0
Zone1,0,1,20302438,all,2511.0
Zone1,0,1,20302439,all,2484.0
Zone1,0,1,20302440,all,2511.0
Zone1,0,1,20302441,all,2565.0
Zone1,0,1,20302442,all,2700.0
Zone1,0,1,20302443,all,2754.0
Zone1,0,1,20302444,all,2781.0
Zone1,0,1,20302445,all,2727.0
Zone1,0,1,20302446,all,2592.0
Zone1,0,1,20302447,all,2376.0
Zone1,0,1,20302448,all,2160.0
Zone1,0,1,20302449,all,2025.0
Zone1,0,1,20302450,all,1944.0
Zone1,0,1,20302451,all,1890.0
Zone1,0,1,20302452,all,1836.0
Zone1,0,1,20302453,all,1863.0
Zone1,0,1,20302454,all,1944.0
Zone1,0,1,20302455,all,2160.0
Zone1,0,1,20302456,all,2430.0
Zone1,0,1,20302457,all,2646.0
Zone1,0,1,20302458,all,2700.0
Zone1,0,1,20302459,all,2673.0
Zone1,0,1,20302460,all,2619.0
Zone1,0,1,20302461,all,2565.0
Zone1,0,1,20302462,all,2511.0
Zone1,0,1,20302463,all,2484.0
Zone1,0,1,20302464,all,2511.0
Zone1,0,1,20302465,all,2565.0
Zone1,0,1,20302466,all,2700.0
Zone1,0,1,20302467,all,2754.0
Zone1,0,1,20302468,all,2781.0
Zone1,0,1,20302469,all,2727.0
Zone1,0,1,20302470,all,2592.0
Zone1,0,1,20302471,all,2376.0
Zone1,0,1,20302472,all,2160.0
Zone1,0,1,20302473,all,2025.0
Zone1,0,1,20302474,all,1944.0
Zone1,0,1,20302475,all,1890.0
Zone1,0,1,20302476,all,1836.0
Zone1,0,1,20302477,all,1863.0
Zone1,0,1,20302478,all,1944.0
Zone1,0,1,20302479,all,2160.0
Zone1,0,1,20302480,all,2430.0
Zone1,0,1,20302481,all,2646.0
Zone1,0,1,20302482,all,2700.0
Zone1,0,1,20302483,all,2673.0
Zone1,0,1,20302484,all,2619.0
Zone1,0,1,20302485,all,2565.0
Zone1,0,1,20302486,all,2511.0
Zone1,0,1,20302487,all,2484.0
Zone1,0,1,20302488,all,2511.0
Zone1,0,1,20302489,all,2565.0
Zone1,0,1,20302490,all,2700.0
Zone1,0,1,20302491,all,2754.0
Zone1,0,1,20302492,all,2781.0
Zone1,0,1,20302493,all,2727.0
Zone1,0,1,20302494,all,2592.0
Zone1,0,1,20302495,all,2376.0
Zone1,0,1,20302496,all,2160.0
Zone1,0,1,20302497,all,2025.0
Zone1,0,1,20302498,all,1944.0
Zone1,0,1,20302499,all,1890.0
Zone1,0,1,20302500,all,1836.0
Zone1,0,1,20302501,all,1863.0
Zone1,0,1,20302502,all,1944.0
Zone1,0,1,20302503,all,2160.0
Zone1,0,1,20302504,all,2430.0
Zone1,0,1,20302505,all,2646.0
Zone1,0,1,20302506,all,2700.0
Zone1,0,1,20302507,all,2673.0
Zone1,0,1,20302508,all,2619.0
Zone1,0,1,20302509,all,2565.0
Zone1,0,1,20302510,all,2511.0
Zone1,0,1,20302511,all,2484.0
Zone1,0,1,20302512,all,2511.0
Zone1,0,1,20302513,all,2565.0
Zone1,0,1,20302514,all,2700.0
Zone1,0,1,20302515,all,2754.0
Zone1,0,1,20302516,all,2781.0
Zone1,0,1,20302517,all,2727.0
Zone1,0,1,20302518,all,2592.0
Zone1,0,1,20302519,all,2376.0
Zone1,0,1,20302520,all,2160.0
Zone1,0,1,20302521,all,2025.0
Zone1,0,1,20302522,all,1944.0
Zone1,0,1,20302523,all,1890.0
Zone1,0,1,20302524,all,1836.0
Zone1,0,1,20302525,all,1863.0
Zone1,0,1,20302526,all,1944.0
Zone1,0,1,20302527,all,2160.0
Zone1,0,1,20302528,all,2430.0
Zone1,0,1,20302529,all,2646.0
Zone1,0,1,20302530,all,2700.0
Zone1,0,1,20302531,all,2673.0
Zone1,0,1,20302532,all,2619.0
Zone1,0,1,20302533,all,2565.0
Zone1,0,1,20302534,all,2511.0
Zone1,0,1,20302535,all,2484.0
Zone1,0,1,20302536,all,2511.0
Zone1,0,1,20302537,all,2565.0
Zone1,0,1,20302538,all,2700.0
Zone1,0,1,20302539,all,2754.0
Zone1,0,1,20302540,all,2781.0
Zone1,0,1,20302541,all,2727.0
Zone1,0,1,20302542,all,2592.0
Zone1,0,1,20302543,all,2376.0
Zone1,0,1,20302544,all,2160.0
Zone1,0,1,20302545,all,2025.0
Zone1,0,1,20302546,all,1944.0
Zone1,0,1,20302547,all,1890.0
Zone1,0,1,20302548,all,1836.0
Zone1,0,1,20302549,all,1863.0
Zone1,0,1,20302550,all,1944.0
Zone1,0,1,20302551,all,2160.0
Zone1,0,1,20302552,all,2430.0
Zone1,0,1,20302553,all,2646.0
Zone1,0,1,20302554,all,2700.0
Zone1,0,1,20302555,all,2673.0
Zone1,0,1,20302556,all,2619.0
Zone1,0,1,20302557,all,2565.0
Zone1,0,1,20302558,all,2511.0
Zone1,0,1,20302559,all,2484.0
Zone1,0,1,20302560,all,2511.0
Zone1,0,1,20302561,all,2565.0
Zone1,0,1,20302562,all,2700.0
Zone1,0,1,20302563,all,2754.0
Zone1,0,1,20302564,all,2781.0
Zone1,0,1,20302565,all,2727.0
Zone1,0,1,20302566,all,2592.0
Zone1,0,1,20302567,all,2376.0
Zone1,0,1,20302568,all,2160.0
Zone1,0,1,20302569,all,2025.0
Zone1,0,1,20302570,all,1944.0
Zone1,0,1,20302571,all,1890.0
Zone1,0,1,20302572,all,1836.0
Zone1,0,1,20302573,all,1863.0
Zone1,0,1,20302574,all,1944.0
Zone1,0,1,20302575,all,2160.0
Zone1,0,1,20302576,all,2430.0
Zone1,0,1,20302577,all,2646.0
Zone1,0,1,20302578,all,2700.0
Zone1,0,1,20302579,all,2673.0
Zone1,0,1,20302580,all,2619.0
Zone1,0,1,20302581,all,2565.0
Zone1,0,1,20302582,all,2511.0
Zone1,0,1,20302583,all,2484.0
Zone1,0,1,20302584,all,2511.0
Zone1,0,1,20302585,all,2565.0
Zone1,0,1,20302586,all,2700.0
Zone1,0,1,20302587,all,2754.0
Zone1,0,1,20302588,all,2781.0
Zone1,0,1,20302589,all,2727.0
Zone1,0,1,20302590,all,2592.0
Zone1,0,1,20302591,all,2376.0
Zone1,0,1,20302592,all,2160.0
Zone1,0,1,20302593,all,2025.0
Zone1,0,1,20302594,all,1944.0
Zone1,0,1,20302595,all,1890.0
Zone1,0,1,20302596,all,1836.0
Zone1,0,1,20302597,all,1863.0
Zone1,0,1,20302598,all,1944.0
Zone1,0,1,20302599,all,2160.0
Zone1,0,1,20302600,all,2430.0
Zone1,0,1,20302601,all,2646.0
Zone1,0,1,20302602,all,2700.0
Zone1,0,1,20302603,all,2673.0
Zone1,0,1,20302604,all,2619.0
Zone1,0,1,20302605,all,2565.0
Zone1,0,1,20302606,all,2511.0
Zone1,0,1,20302607,all,2484.0
Zone1,0,1,20302608,all,2511.0
Zone1,0,1,20302609,all,2565.0
Zone1,0,1,20302610,all,2700.0
Zone1,0,1,20302611,all,2754.0
Zone1,0,1,20302612,all,2781.0
Zone1,0,1,20302613,all,2727.0
Zone1,0,1,20302614,all,2592.0
Zone1,0,1,20302615,all,2376.0
Zone1,0,1,20302616,all,2160.0
Zone1,0,1,20302617,all,2025.0
Zone1,0,1,20302618,all,1944.0
Zone1,0,1,20302619,all,1890.0
Zone1,0,1,20302620,all,1836.0
Zone1,0,1,20302621,all,1863.0
Zone1,0,1,20302622,all,1944.0
Zone1,0,1,20302623,all,2160.0
Zone1,0,1,20302624,all,2430.0
Zone1,0,1,20302625,all,2646.0
Zone1,0,1,20302626,all,2700.0
Zone1,0,1,20302627,all,2673.0
Zone1,0,1,20302628,all,2619.0
Zone1,0,1,20302629,all,2565.0
Zone1,0,1,20302630,all,2511.0
Zone1,0,1,20302631,all,2484.0
Zone1,0,1,20302632,all,2511.0
Zone1,0,1,20302633,all,2565.0
Zone1,0,1,20302634,all,2700.0
Zone1,0,1,20302635,all,2754.0
Zone1,0,1,20302636,all,2781.0
Zone1,0,1,20302637,all,2727.0
Zone1,0,1,20302638,all,2592.0
Zone1,0,1,20302639,all,2376.0
Zone1,0,1,20302640,all,2160.0
Zone1,0,1,20302641,all,2025.0
Zone1,0,1,20302642,all,1944.0
Zone1,0,1,20302643,all,1890.0
Zone1,0,1,20302644,all,1836.0
Zone1,0,1,20302645,all,1863.0
Zone1,0,1,20302646,all,1944.0
Zone1,0,1,20302647,all,2160.0
Zone1,0,1,20302648,all,2430.0
Zone1,0,1,20302649,all,2646.0
Zone1,0,1,20302650,all,2700.0
Zone1,0,1,20302651,all,2673.0
Zone1,0,1,20302652,all,2619.0
Zone1,0,1,20302653,all,2565.0
Zone1,0,1,20302654,all,2511.0
Zone1,0,1,20302655,all,2484.0
Zone1,0,1,20302656,all,2511.0
Zone1,0,1,20302657,all,2565.0
Zone1,0,1,20302658,all,2700.0
Zone1,0,1,20302659,all,2754.0
Zone1,0,1,20302660,all,2781.0
Zone1,0,1,20302661,all,2727.0
Zone1,0,1,20302662,all,2592.0
Zone1,0,1,20302663,all,2376.0
Zone1,0,1,20302664,all,2160.0
Zone1,0,1,20302665,all,2025.0
Zone1,0,1,20302666,all,1944.0
Zone1,0,1,20302667,all,1890.0
Zone1,0,1,20302668,all,1836.0
Zone1,0,1,20302669,all,1863.0
Zone1,0,1,20302670,all,1944.0
Zone1,0,1,20302671,all,2160.0
Zone1,0,1,20302672,all,2430.0
Zone1,0,1,20302673,all,2646.0
Zone1,0,1,20302674,all,2700.0
Zone1,0,1,20302675,all,2673.0
Zone1,0,1,20302676,all,2619.0
Zone1,0,1,20302677,all,2565.0
Zone1,0,1,20302678,all,2511.0
Zone1,0,1,20302679,all,2484.0
Zone1,0,1,20302680,all,2511.0
Zone1,0,1,20302681,all,2565.0
Zone1,0,1,20302682,all,2700.0
Zone1,0,1,20302683,all,2754.0
Zone1,0,1,20302684,all,2781.0
Zone1,0,1,20302685,all,2727.0
Zone1,0,1,20302686,all,2592.0
Zone1,0,1,20302687,all,2376.0
Zone1,0,1,20302688,all,2160.0
Zone1,0,1,20302689,all,2025.0
Zone1,0,1,20302690,all,1944.0
Zone1,0,1,20302691,all,1890.0
Zone1,0,1,20302692,all,1836.0
Zone1,0,1,20302693,all,1863.0
Zone1,0,1,20302694,all,1944.0
Zone1,0,1,20302695,all,2160.0
Zone1,0,1,20302696,all,2430.0
Zone1,0,1,20302697,all,2646.0
Zone1,0,1,20302698,all,2700.0
Zone1,0,1,20302699,all,2673.0
Zone1,0,1,20302700,all,2619.0
Zone1,0,1,20302701,all,2565.0
Zone1,0,1,20302702,all,2511.0
Zone1,0,1,20302703,all,2484.0
Zone1,0,1,20302704,all,2511.0
Zone1,0,1,20302705,all,2565.0
Zone1,0,1,20302706,all,2700.0
Zone1,0,1,20302707,all,2754.0
Zone1,0,1,20302708,all,2781.0
Zone1,0,1,20302709,all,2727.0
Zone1,0,1,20302710,all,2592.0
Zone1,0,1,20302711,all,2376.0
Zone1,0,1,20302712,all,2160.0
Zone1,0,1,20302713,all,2025.0
Zone1,0,1,20302714,all,1944.0
Zone1,0,1,20302715,all,1890.0
Zone1,0,1,20302716,all,1836.0
Zone1,0,1,20302717,all,1863.0
Zone1,0,1,20302718,all,1944.0
Zone1,0,1,20302719,all,2160.0
Zone1,0,1,20302720,all,2430.0
Zone1,0,1,20302721,all,2646.0
Zone1,0,1,20302722,all,2700.0
Zone1,0,1,20302723,all,2673.0
Zone1,0,1,20302724,all,2619.0
Zone1,0,1,20302725,all,2565.0
Zone1,0,1,20302726,all,2511.0
Zone1,0,1,20302727,all,2484.0
Zone1,0,1,20302728,all,2511.0
Zone1,0,1,20302729,all,2565.0
Zone1,0,1,20302730,all,2700.0
Zone1,0,1,20302731,all,2754.0
Zone1,0,1,20302732,all,2781.0
Zone1,0,1,20302733,all,2727.0
Zone1,0,1,20302734,all,2592.0
Zone1,0,1,20302735,all,2376.0
Zone1,0,1,20302736,all,2160.0
Zone1,0,1,20302737,all,2025.0
Zone1,0,1,20302738,all,1944.0
Zone1,0,1,20302739,all,1890.0
Zone1,0,1,20302740,all,1836.0
Zone1,0,1,20302741,all,1863.0
Zone1,0,1,20302742,all,1944.0
Zone1,0,1,20302743,all,2160.0
Zone1,0,1,20302744,all,2430.0
Zone1,0,1,20302745,all,2646.0
Zone1,0,1,20302746,all,2700.0
Zone1,0,1,20302747,all,2673.0
Zone1,0,1,20302748,all,2619.0
Zone1,0,1,20302749,all,2565.0
Zone1,0,1,20302750,all,2511.0
Zone1,0,1,20302751,all,2484.0
Zone1,0,1,20302752,all,2511.0
Zone1,0,1,20302753,all,2565.0
Zone1,0,1,20302754,all,2700.0
Zone1,0,1,20302755,all,2754.0
Zone1,0,1,20302756,all,2781.0
Zone1,0,1,20302757,all,2727.0
Zone1,0,1,20302758,all,2592.0
Zone1,0,1,20302759,all,2376.0
Zone1,0,1,20302760,all,2160.0
Zone1,0,1,20302761,all,2025.0
Zone1,0,1,20302762,all,1944.0
Zone1,0,1,20302763,all,1890.0
Zone1,0,1,20302764,all,1836.0
Zone1,0,1,20302765,all,1863.0
Zone1,0,1,20302766,all,1944.0
Zone1,0,1,20302767,all,2160.0
Zone1,0,1,20302768,all,2430.0
Zone1,0,1,20302769,all,2646.0
Zone1,0,1,20302770,all,2700.0
Zone1,0,1,20302771,all,2673.0
Zone1,0,1,20302772,all,2619.0
Zone1,0,1,20302773,all,2565.0
Zone1,0,1,20302774,all,2511.0
Zone1,0,1,20302775,all,2484.0
Zone1,0,1,20302776,all,2511.0
Zone1,0,1,20302777,all,2565.0
Zone1,0,1,20302778,all,2700.0
Zone1,0,1,20302779,all,2754.0
Zone1,0,1,20302780,all,2781.0
Zone1,0,1,20302781,all,2727.0
Zone1,0,1,20302782,all,2592.0
Zone1,0,1,20302783,all,2376.0
Zone1,0,1,20302784,all,2160.0
Zone1,0,1,20302785,all,2025.0
Zone1,0,1,20302786,all,1944.0
Zone1,0,1,20302787,all,1890.0
Zone1,0,1,20302788,all,1836.0
Zone1,0,1,20302789,all,1863.0
Zone1,0,1,20302790,all,1944.0
Zone1,0,1,20302791,all,2160.0
Zone1,0,1,20302792,all,2430.0
Zone1,0,1,20302793,all,2646.0
Zone1,0,1,20302794,all,2700.0
Zone1,0,1,20302795,all,2673.0
Zone1,0,1,20302796,all,2619.0
Zone1,0,1,20302797,all,2565.0
Zone1,0,1,20302798,all,2511.0
Zone1,0,1,20302799,all,2484.0
Zone1,0,1,20302800,all,2511.0
Zone1,0,1,20302801,all,2565.0
Zone1,0,1,20302802,all,2700.0
Zone1,0,1,20302803,all,2754.0
Zone1,0,1,20302804,all,2781.0
Zone1,0,1,20302805,all,2727.0
Zone1,0,1,20302806,all,2592.0
Zone1,0,1,20302807,all,2376.0
Zone1,0,1,20302808,all,2160.0
Zone1,0,1,20302809,all,2025.0
Zone1,0,1,20302810,all,1944.0
Zone1,0,1,20302811,all,1890.0
Zone1,0,1,20302812,all,1836.0
Zone1,0,1,20302813,all,1863.0
Zone1,0,1,20302814,all,1944.0
Zone1,0,1,20302815,all,2160.0
Zone1,0,1,20302816,all,2430.0
Zone1,0,1,20302817,all,2646.0
Zone1,0,1,20302818,all,2700.0
Zone1,0,1,20302819,all,2673.0
Zone1,0,1,20302820,all,2619.0
Zone1,0,1,20302821,all,2565.0
Zone1,0,1,20302822,all,2511.0
Zone1,0,1,20302823,all,2484.0
Zone1,0,1,20302824,all,2511.0
Zone1,0,1,20302825,all,2565.0
Zone1,0,1,20302826,all,2700.0
Zone1,0,1,20302827,all,2754.0
Zone1,0,1,20302828,all,2781.0
Zone1,0,1,20302829,all,2727.0
Zone1,0,1,20302830,all,2592.0
Zone1,0,1,20302831,all,2376.0
Zone1,0,1,20302832,all,2160.0
Zone1,0,1,20302833,all,2025.0
Zone1,0,1,20302834,all,1944.0
Zone1,0,1,20302835,all,1890.0
Zone1,0,1,20302836,all,1836.0
Zone1,0,1,20302837,all,1863.0
Zone1,0,1,20302838,all,1944.0
Zone1,0,1,20302839,all,2160.0
Zone1,0,1,20302840,all,2430.0
Zone1,0,1,20302841,all,2646.0
Zone1,0,1,20302842,all,2700.0
Zone1,0,1,20302843,all,2673.0
Zone1,0,1,20302844,all,2619.0
Zone1,0,1,20302845,all,2565.0
Zone1,0,1,20302846,all,2511.0
Zone1,0,1,20302847,all,2484.0
Zone1,0,1,20302848,all,2511.0
Zone1,0,1,20302849,all,2565.0
Zone1,0,1,20302850,all,2700.0
Zone1,0,1,20302851,all,2754.0
Zone1,0,1,20302852,all,2781.0
Zone1,0,1,20302853,all,2727.0
Zone1,0,1,20302854,all,2592.0
Zone1,0,1,20302855,all,2376.0
Zone1,0,1,20302856,all,2160.0
Zone1,0,1,20302857,all,2025.0
Zone1,0,1,20302858,all,1944.0
Zone1,0,1,20302859,all,1890.0
Zone1,0,1,20302860,all,1836.0
Zone1,0,1,20302861,all,1863.0
Zone1,0,1,20302862,all,1944.0
Zone1,0,1,20302863,all,2160.0
Zone1,0,1,20302864,all,2430.0
Zone1,0,1,20302865,all,2646.0
Zone1,0,1,20302866,all,2700.0
Zone1,0,1,20302867,all,2673.0
Zone1,0,1,20302868,all,2619.0
Zone1,0,1,20302869,all,2565.0
Zone1,0,1,20302870,all,2511.0
Zone1,0,1,20302871,all,2484.0
Zone1,0,1,20302872,all,2511.0
Zone1,0,1,20302873,all,2565.0
Zone1,0,1,20302874,all,2700.0
Zone1,0,1,20302875,all,2754.0
Zone1,0,1,20302876,all,2781.0
Zone1,0,1,20302877,all,2727.0
Zone1,0,1,20302878,all,2592.0
Zone1,0,1,20302879,all,2376.0
Zone1,0,1,20302880,all,2160.0
Zone1,0,1,20302881,all,2070.0
Zone1,0,1,20302882,all,1987.2
Zone1,0,1,20302883,all,1932.0
Zone1,0,1,20302884,all,1876.8
Zone1,0,1,20302885,all,1904.4
Zone1,0,1,20302886,all,1987.2
Zone1,0,1,20302887,all,2208.0
Zone1,0,1,20302888,all,2484.0
Zone1,0,1,20302889,all,2704.8
Zone1,0,1,20302890,all,2760.0
Zone1,0,1,20302891,all,2732.4
Zone1,0,1,20302892,all,2677.2
Zone1,0,1,20302893,all,2622.0
Zone1,0,1,20302894,all,2566.8
Zone1,0,1,20302895,all,2539.2
Zone1,0,1,20302896,all,2566.8
Zone1,0,1,20302897,all,2622.0
Zone1,0,1,20302898,all,2760.0
Zone1,0,1,20302899,all,2815.2
Zone1,0,1,20302900,all,2842.8
Zone1,0,1,20302901,all,2787.6
Zone1,0,1,20302902,all,2649.6
Zone1,0,1,20302903,all,2428.8
Zone1,0,1,20302904,all,2208.0
Zone1,0,1,20302905,all,2070.0
Zone1,0,1,20302906,all,1987.2
Zone1,0,1,20302907,all,1932.0
Zone1,0,1,20302908,all,1876.8
Zone1,0,1,20302909,all,1904.4
Zone1,0,1,20302910,all,1987.2
Zone1,0,1,20302911,all,2208.0
Zone1,0,1,20302912,all,2484.0
Zone1,0,1,20302913,all,2704.8
Zone1,0,1,20302914,all,2760.0
Zone1,0,1,20302915,all,2732.4
Zone1,0,1,20302916,all,2677.2
Zone1,0,1,20302917,all,2622.0
Zone1,0,1,20302918,all,2566.8
Zone1,0,1,20302919,all,2539.2
Zone1,0,1,20302920,all,2566.8
Zone1,0,1,20302921,all,2622.0
Zone1,0,1,20302922,all,2760.0
Zone1,0,1,20302923,all,2815.2
Zone1,0,1,20302924,all,2842.8
Zone1,0,1,20302925,all,2787.6
Zone1,0,1,20302926,all,2649.6
Zone1,0,1,20302927,all,2428.8
Zone1,0,1,20302928,all,2208.0
Zone1,0,1,20302929,all,2070.0
Zone1,0,1,20302930,all,1987.2
Zone1,0,1,20302931,all,1932.0
Zone1,0,1,20302932,all,1876.8
Zone1,0,1,20302933,all,1904.4
Zone1,0,1,20302934,all,1987.2
Zone1,0,1,20302935,all,2208.0
Zone1,0,1,20302936,all,2484.0
Zone1,0,1,20302937,all,2704.8
Zone1,0,1,20302938,all,2760.0
Zone1,0,1,20302939,all,2732.4
Zone1,0,1,20302940,all,2677.2
Zone1,0,1,20302941,all,2622.0
Zone1,0,1,20302942,all,2566.8
Zone1,0,1,20302943,all,2539.2
Zone1,0,1,20302944,all,2566.8
Zone1,0,1,20302945,all,2622.0
Zone1,0,1,20302946,all,2760.0
Zone1,0,1,20302947,all,2815.2
Zone1,0,1,20302948,all,2842.8
Zone1,0,1,20302949,all,2787.6
Zone1,0,1,20302950,all,2649.6
Zone1,0,1,20302951,all,2428.8
Zone1,0,1,20302952,all,2208.0
Zone1,0,1,20302953,all,2070.0
Zone1,0,1,20302954,all,1987.2
Zone1,0,1,20302955,all,1932.0
Zone1,0,1,20302956,all,1876.8
Zone1,0,1,20302957,all,1904.4
Zone1,0,1,20302958,all,1987.2
Zone1,0,1,20302959,all,2208.0
Zone1,0,1,20302960,all,2484.0
Zone1,0,1,20302961,all,2704.8
Zone1,0,1,20302962,all,2760.0
Zone1,0,1,20302963,all,2732.4
Zone1,0,1,20302964,all,2677.2
Zone1,0,1,20302965,all,2622.0
Zone1,0,1,20302966,all,2566.8
Zone1,0,1,20302967,all,2539.2
Zone1,0,1,20302968,all,2566.8
Zone1,0,1,20302969,all,2622.0
Zone1,0,1,20302970,all,2760.0
Zone1,0,1,20302971,all,2815.2
Zone1,0,1,20302972,all,2842.8
Zone1,0,1,20302973,all,2787.6
Zone1,0,1,20302974,all,2649.6
Zone1,0,1,20302975,all,2428.8
Zone1,0,1,20302976,all,2208.0
Zone1,0,1,20302977,all,2070.0
Zone1,0,1,20302978,all,1987.2
Zone1,0,1,20302979,all,1932.0
Zone1,0,1,20302980,all,1876.8
Zone1,0,1,20302981,all,1904.4
Zone1,0,1,20302982,all,1987.2
Zone1,0,1,20302983,all,2208.0
Zone1,0,1,20302984,all,2484.0
Zone1,0,1,20302985,all,2704.8
Zone1,0,1,20302986,all,2760.0
Zone1,0,1,20302987,all,2732.4
Zone1,0,1,20302988,all,2677.2
Zone1,0,1,20302989,all,2622.0
